2011.mtsummit-papers.28,P05-1033,0,0.676099,"atures many of which have led to the improved performance for Hiero. However, it seems that all the syntactic constituent features cannot efficiently work together in the Hiero optimized by MERT. In this paper, we propose a more general soft syntactic constraint model based on discriminative classifiers for each constituent type and integrate all of them into the translation model with a unified form. The experimental results show that our method significantly improves the performance on the NIST05 Chinese-toEnglish translation task. 1 Introduction Hierarchical phrase-based translation model (Chiang, 2005) is a compromise of two popular translation models: syntax based model and phrase based model. It is a formal syntax grammar(Chiang, 2005; Wu, 1997), which does not take linguistic analysis into account when compared with other pure syntax systems (Liu et al., 2006;Yamada and Knight, 2001;Galley et al., 2006). It promises to improve the performance by adding syntax information to phrase based as well as formal syntax based translation models. Chiang (2005) first introduced syntax knowledge into the hierarchical phrase based model. To make the model sensitive to the syntax structure, a constitu"
2011.mtsummit-papers.28,N09-1025,0,0.0381264,"ffort to improve performance for hierarchical phrase-based machine translation by employing linguistic knowledge. Some of the work which is closely related with ours is reviewed in this section. As presented previously, our work generalizes heavily from (Marton and Resnik, 2008). Besides exploring the soft syntactic constraints on hierarchical phrase model, ours investigates a way to make all the SSC models work together efficiently. (Stein et al., 2010) focuses on the syntactic constraint not only via the constituent parse but also via the dependency parse tree of source or target sentence. (Chiang et al., 2009; Chiang, 2010) similarly define many syntactic features including both source and target sides but integrated them into translation model by MIRA algorithm to optimize their weights. Their work proposes the heuristic syntactic features, while ours employ the discriminative syntactic models. Zollmann and Venugopal (2006) use a constituent parse tree of target to provide constraints on the synchronous rules. They refine 258 the translation grammar with the syntactic constituent types, while ours integrates syntactic knowledge as a sub-model. The idea to design the labels of our SSC models is bo"
2011.mtsummit-papers.28,P10-1146,0,0.084852,"ormance for hierarchical phrase-based machine translation by employing linguistic knowledge. Some of the work which is closely related with ours is reviewed in this section. As presented previously, our work generalizes heavily from (Marton and Resnik, 2008). Besides exploring the soft syntactic constraints on hierarchical phrase model, ours investigates a way to make all the SSC models work together efficiently. (Stein et al., 2010) focuses on the syntactic constraint not only via the constituent parse but also via the dependency parse tree of source or target sentence. (Chiang et al., 2009; Chiang, 2010) similarly define many syntactic features including both source and target sides but integrated them into translation model by MIRA algorithm to optimize their weights. Their work proposes the heuristic syntactic features, while ours employ the discriminative syntactic models. Zollmann and Venugopal (2006) use a constituent parse tree of target to provide constraints on the synchronous rules. They refine 258 the translation grammar with the syntactic constituent types, while ours integrates syntactic knowledge as a sub-model. The idea to design the labels of our SSC models is bought from their"
2011.mtsummit-papers.28,P10-2002,1,0.708011,"der a prior distribution of all GCLs. We define the following feature: Ԅୗୗେ ሺሻ ൌ ൫൫ ሺሻ൯  כୋେሺ୰ሻ ሺ ൌ ͳȁሺ ሺሻ൯ሺͳͲሻǡ where ൫ ሺሻ൯ is a prior probability for GCLs and it isestimated by M.L.E. in the training examples. The ୗୗେ ሺሻ can be described as follows: ୗୗେ ሺሻ ൌ  ൫ ሺሻ൯  כୋେሺ୰ሻ ሺ ൌ ͳȁ൫ ሺሻ൯ሺͳͳሻǤ ୰אୢ It is a Bayes-style combination. 5 5.1 Training SSCModels Training instances Unlike training models for ordinary classification tasks, our training instances are not available obviously because they are latent and by-product for machine translation. Cui et al. (2010) presented an efficient method to acquire training instances for rule selection model. Different from their method, ours is based on the derivations of the source sentence. Bilingual parsing (Wu, 1997) is a very efficient way to get the latent derivation for source language. In order to speed up the bilingual parsing, we limit the phrase table for each source sentence in the training data. When running bilingual parser for each source sentence, we just use the rules extracted from it and its reference during rule extraction step. Although our method will prune some derivations which can derive"
2011.mtsummit-papers.28,P06-1121,0,0.0605476,"s for each constituent type and integrate all of them into the translation model with a unified form. The experimental results show that our method significantly improves the performance on the NIST05 Chinese-toEnglish translation task. 1 Introduction Hierarchical phrase-based translation model (Chiang, 2005) is a compromise of two popular translation models: syntax based model and phrase based model. It is a formal syntax grammar(Chiang, 2005; Wu, 1997), which does not take linguistic analysis into account when compared with other pure syntax systems (Liu et al., 2006;Yamada and Knight, 2001;Galley et al., 2006). It promises to improve the performance by adding syntax information to phrase based as well as formal syntax based translation models. Chiang (2005) first introduced syntax knowledge into the hierarchical phrase based model. To make the model sensitive to the syntax structure, a constituent feature was integrated into the translation model with the soft constraint method. It was defined as follows: it gains 1 for rules whose source side respect syntactic phrase boundary in the parse tree, and 0 otherwise. However, it did not achieve statistically significant improvement in the experiment. Ma"
2011.mtsummit-papers.28,C08-1041,0,0.470529,"Missing"
2011.mtsummit-papers.28,D10-1014,0,0.0218127,"rly define many syntactic features including both source and target sides but integrated them into translation model by MIRA algorithm to optimize their weights. Their work proposes the heuristic syntactic features, while ours employ the discriminative syntactic models. Zollmann and Venugopal (2006) use a constituent parse tree of target to provide constraints on the synchronous rules. They refine 258 the translation grammar with the syntactic constituent types, while ours integrates syntactic knowledge as a sub-model. The idea to design the labels of our SSC models is bought from their work. Huang et al. (2010) decorate the syntax structure into the non-terminal in hierarchical rules as a feature vector. During decoding time, they calculate the similarity between the syntax of the source side and the rules used to derive translations, and then they add the similarity measure to translation model as an additional feature. Their work differs from ours in that they don’t directly use the syntax knowledge to calculate the additional feature score, but use it to derive a latent syntactic distribution. He et al.(2008) and Cui et al.(2010) employ the syntax knowledge as some of features to construct rule s"
2011.mtsummit-papers.28,N03-1017,0,0.0579851,"Missing"
2011.mtsummit-papers.28,W04-3250,0,0.525542,"Missing"
2011.mtsummit-papers.28,P06-1077,0,0.0457671,"model based on discriminative classifiers for each constituent type and integrate all of them into the translation model with a unified form. The experimental results show that our method significantly improves the performance on the NIST05 Chinese-toEnglish translation task. 1 Introduction Hierarchical phrase-based translation model (Chiang, 2005) is a compromise of two popular translation models: syntax based model and phrase based model. It is a formal syntax grammar(Chiang, 2005; Wu, 1997), which does not take linguistic analysis into account when compared with other pure syntax systems (Liu et al., 2006;Yamada and Knight, 2001;Galley et al., 2006). It promises to improve the performance by adding syntax information to phrase based as well as formal syntax based translation models. Chiang (2005) first introduced syntax knowledge into the hierarchical phrase based model. To make the model sensitive to the syntax structure, a constituent feature was integrated into the translation model with the soft constraint method. It was defined as follows: it gains 1 for rules whose source side respect syntactic phrase boundary in the parse tree, and 0 otherwise. However, it did not achieve statistically"
